"risk_level","risk_score","review_priority","review_status","reviewer_name","review_date","item_id","category","source_file","generated","risk_reasons","stem","stem_zh","answer","rationale","rationale_zh","clinical_safety_notes","required_revision","approved_for_beta"
"high","74","review before beta","pending","","","AUTO50_049","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: breathing, respiratory; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with asthma with wheezing and speaking in short phrases. What should the nurse do first?","護理師照護一位哮喘病人，出現喘鳴且只能短句說話。護理師應先做什麼？","C","Short phrases and wheezing indicate respiratory distress.","只能短句說話與喘鳴提示呼吸窘迫。","","",""
"high","74","review before beta","pending","","","AUTO50_094","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: potassium, hyperkalemia; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with chronic kidney disease with palpitations and potassium 6.3 mEq/L. What should the nurse do first?","護理師照護一位慢性腎病病人，出現心悸且鉀 6.3 mEq/L。護理師應先做什麼？","D","Hyperkalemia can cause life-threatening dysrhythmias.","高血鉀可造成危及生命的心律不整。","","",""
"high","74","review before beta","pending","","","AUTO50_103","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: head injury, intracranial; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with head injury with increasing drowsiness and vomiting. What should the nurse do first?","護理師照護一位頭部外傷病人，出現嗜睡加重與嘔吐。護理師應先做什麼？","A","Worsening neurologic cues after head injury may indicate increased intracranial pressure.","頭傷後神經線索惡化可能提示顱內壓升高。","","",""
"high","74","review before beta","pending","","","AUTO50_148","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: airway, tracheostomy; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with a tracheostomy with high-pitched noise and anxiety. What should the nurse do first?","護理師照護一位氣切病人，出現高音調聲音與焦慮。護理師應先做什麼？","B","A high-pitched sound can signal airway obstruction.","高音調聲音可能提示呼吸道阻塞。","","",""
"high","74","review before beta","pending","","","AUTO50_157","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: bleeding, anticoagulation; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client receiving anticoagulation with sudden severe headache and confusion. What should the nurse do first?","護理師照護一位接受抗凝治療的病人，出現突然嚴重頭痛與混亂。護理師應先做什麼？","C","Neurologic change during anticoagulation may indicate serious bleeding.","抗凝期間出現神經狀態變化可能提示嚴重出血。","","",""
"high","74","review before beta","pending","","","AUTO50_184","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: breathing, respiratory; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with COPD with increasing work of breathing and restlessness. What should the nurse do first?","護理師照護一位COPD 病人，出現呼吸做功增加且不安。護理師應先做什麼？","B","Restlessness can be a cue of hypoxia or distress.","不安可能是低氧或窘迫的線索。","","",""
"high","74","review before beta","pending","","","AUTO50_193","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: breathing, respiratory; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with asthma with wheezing and speaking in short phrases. What should the nurse do first?","護理師照護一位哮喘病人，出現喘鳴且只能短句說話。護理師應先做什麼？","C","Short phrases and wheezing indicate respiratory distress.","只能短句說話與喘鳴提示呼吸窘迫。","","",""
"high","74","review before beta","pending","","","AUTO50_238","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: potassium, hyperkalemia; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with chronic kidney disease with palpitations and potassium 6.3 mEq/L. What should the nurse do first?","護理師照護一位慢性腎病病人，出現心悸且鉀 6.3 mEq/L。護理師應先做什麼？","D","Hyperkalemia can cause life-threatening dysrhythmias.","高血鉀可造成危及生命的心律不整。","","",""
"high","74","review before beta","pending","","","AUTO50_247","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: head injury, intracranial; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with head injury with increasing drowsiness and vomiting. What should the nurse do first?","護理師照護一位頭部外傷病人，出現嗜睡加重與嘔吐。護理師應先做什麼？","A","Worsening neurologic cues after head injury may indicate increased intracranial pressure.","頭傷後神經線索惡化可能提示顱內壓升高。","","",""
"high","72","review before beta","pending","","","MC007","maternal_child","question_bank_expansion_50.json","no","high-risk category: maternal_child; high-risk keywords: uterine, late decelerations; scope/communication keywords: teach, teaching, escalation; manual core item","A laboring client has recurrent late decelerations. Which action is appropriate?","產程中胎心反覆 late decelerations。哪項行動合適？","A","Late decelerations may indicate uteroplacental insufficiency and require intrauterine resuscitation actions and escalation.","Late decelerations 可能提示子宮胎盤供血不足，需要相應處理和升級通報。","","",""
"high","72","review before beta","pending","","","P004","prioritization","question_bank_expansion_30.json","no","high-risk category: prioritization; high-risk keywords: breathing, oxygen, saturation; scope/communication keywords: assessment; manual core item","Which client should the nurse assess first after receiving shift report?","交班後護理師應先評估哪位病人？","A","Accessory muscle use with low oxygen saturation indicates breathing distress and requires priority assessment.","血氧低且使用輔助呼吸肌提示呼吸窘迫，需要優先評估。","","",""
"high","70","review before beta","pending","","","AUTO30_011","pharmacology","question_bank_expansion_30.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO30_020","pharmacology","question_bank_expansion_30.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO30_047","pharmacology","question_bank_expansion_30.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO30_056","pharmacology","question_bank_expansion_30.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO30_083","pharmacology","question_bank_expansion_30.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO30_092","pharmacology","question_bank_expansion_30.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO30_119","pharmacology","question_bank_expansion_30.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO30_128","pharmacology","question_bank_expansion_30.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO50_005","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO50_014","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO50_041","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO50_050","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO50_077","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO50_086","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO50_113","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO50_122","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO50_149","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO50_158","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO50_185","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO50_194","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","70","review before beta","pending","","","AUTO50_221","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: respiratory, opioid; scope/communication keywords: teach; generated expansion item","A client taking opioid analgesic needs nursing follow-up related to respiratory rate 8/min. Which action is most appropriate?","使用 opioid analgesic 的病人因呼吸 8 次/分需要護理追蹤。哪項行動最合適？","C","Respiratory depression is a priority opioid safety concern.","呼吸抑制是 opioid 的優先安全風險。","","",""
"high","70","review before beta","pending","","","AUTO50_230","pharmacology","question_bank_expansion_50.json","yes","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach; generated expansion item","A client taking nitroglycerin needs nursing follow-up related to use with erectile dysfunction medication. Which action is most appropriate?","使用 nitroglycerin 的病人因與勃起功能障礙藥合用需要護理追蹤。哪項行動最合適？","D","Nitroglycerin and PDE-5 inhibitors can create dangerous hypotension.","Nitroglycerin 與 PDE-5 inhibitor 可造成危險低血壓。","","",""
"high","68","review before beta","pending","","","MC006","maternal_child","question_bank_expansion_50.json","no","high-risk category: maternal_child; high-risk keywords: saturation, bleeding, postpartum; manual core item","Which postpartum finding should the nurse report promptly?","產後哪個發現應及時回報？","A","Rapid pad saturation suggests excessive bleeding and requires prompt action.","產墊快速浸透提示出血過多，需要及時處理。","","",""
"high","68","review before beta","pending","","","NGN003","ngn","question_bank_expansion_30.json","no","high-risk category: ngn; high-risk keywords: sepsis, hypotension, perfusion; manual core item","Which cues suggest possible sepsis? Select all that apply.","哪些線索提示可能敗血症？可多選。","A|B|C|D","Infection with mental status change, fever, tachycardia and hypotension is concerning for sepsis and poor perfusion.","感染合併意識變化、發燒、心動過速與低血壓提示敗血症與灌流不良風險。","","",""
"high","68","review before beta","pending","","","P009","prioritization","question_bank_expansion_50.json","no","high-risk category: prioritization; high-risk keywords: head injury, intracranial; scope/communication keywords: teach, teaching; manual core item","A client with a head injury becomes increasingly drowsy and vomits. What is the priority?","頭部外傷病人越來越嗜睡並嘔吐。優先處理是？","A","Worsening drowsiness and vomiting after head injury may indicate increased intracranial pressure.","頭傷後嗜睡加重和嘔吐可能提示顱內壓升高。","","",""
"high","68","review before beta","pending","","","PH006","pharmacology","question_bank_expansion_30.json","no","high-risk category: pharmacology; high-risk keywords: blood glucose, prednisone; scope/communication keywords: teach, teaching; manual core item","Which statement by a client taking prednisone requires further teaching?","服用 prednisone 的病人哪句話表示需要進一步教學？","B","Steroids should not be stopped abruptly without provider guidance due to adrenal suppression risk.","類固醇不應未經指示突然停用，因有腎上腺抑制風險。","","",""
"high","68","review before beta","pending","","","PH007","pharmacology","question_bank_expansion_30.json","no","high-risk category: pharmacology; high-risk keywords: hypoglycemia, insulin, hypoglycemia; manual core item","A client with diabetes is prescribed insulin lispro. Which timing instruction is most appropriate?","糖尿病病人使用 insulin lispro。哪項時間指導最合適？","A","Rapid-acting insulin is usually administered close to mealtime to reduce hypoglycemia risk.","速效胰島素通常接近進餐時間使用，以降低低血糖風險。","","",""
"high","68","review before beta","pending","","","PH008","pharmacology","question_bank_expansion_30.json","no","high-risk category: pharmacology; high-risk keywords: hypotension, nitroglycerin; scope/communication keywords: teach, teaching; manual core item","Which client statement about nitroglycerin requires further teaching?","關於 nitroglycerin，病人哪句話表示需要進一步教學？","C","Nitroglycerin should not be combined with PDE-5 inhibitor erectile dysfunction medications due to severe hypotension risk.","Nitroglycerin 不應與 PDE-5 inhibitor 類勃起功能障礙藥合用，因可能造成嚴重低血壓。","","",""
"high","66","review before beta","pending","","","AUTO30_012","safety_infection","question_bank_expansion_30.json","yes","high-risk category: safety_infection; high-risk keywords: airway, seizure; generated expansion item","Which nursing action is most appropriate for seizure in bed when the issue is injury prevention and side positioning when possible?","當問題是防傷並可行時側臥時，對於床上抽搐哪項護理行動最合適？","D","Do not place objects in the mouth during a seizure.","抽搐時不要把物品放入口中。","","",""
"high","66","review before beta","pending","","","AUTO30_028","prioritization","question_bank_expansion_30.json","yes","high-risk category: prioritization; high-risk keywords: blood transfusion; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client receiving a blood transfusion with chills, fever and back pain. What should the nurse do first?","護理師照護一位輸血中病人，出現寒顫、發燒與背痛。護理師應先做什麼？","D","These findings may indicate a transfusion reaction.","這些發現可能提示輸血反應。","","",""
"high","66","review before beta","pending","","","AUTO30_037","prioritization","question_bank_expansion_30.json","yes","high-risk category: prioritization; high-risk keywords: stroke; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with possible stroke with new facial droop and slurred speech. What should the nurse do first?","護理師照護一位疑似中風病人，出現新發臉歪與言語含糊。護理師應先做什麼？","A","Stroke symptoms require rapid time-sensitive response.","中風症狀需要快速且有時間敏感性的處理。","","",""
"high","66","review before beta","pending","","","AUTO30_043","ngn","question_bank_expansion_30.json","yes","high-risk category: ngn; high-risk keywords: aspiration; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","C","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","66","review before beta","pending","","","AUTO30_052","ngn","question_bank_expansion_30.json","yes","high-risk category: ngn; high-risk keywords: potassium; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","D","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","66","review before beta","pending","","","AUTO30_064","prioritization","question_bank_expansion_30.json","yes","high-risk category: prioritization; high-risk keywords: airway; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client after thyroidectomy with tingling around the mouth and muscle twitching. What should the nurse do first?","護理師照護一位甲狀腺切除後病人，出現口周麻與肌肉抽動。護理師應先做什麼？","D","Tingling and twitching can indicate hypocalcemia after thyroid surgery.","甲狀腺術後口周麻和抽動可能提示低血鈣。","","",""
"high","66","review before beta","pending","","","AUTO30_084","safety_infection","question_bank_expansion_30.json","yes","high-risk category: safety_infection; high-risk keywords: airway, seizure; generated expansion item","Which nursing action is most appropriate for seizure in bed when the issue is injury prevention and side positioning when possible?","當問題是防傷並可行時側臥時，對於床上抽搐哪項護理行動最合適？","D","Do not place objects in the mouth during a seizure.","抽搐時不要把物品放入口中。","","",""
"high","66","review before beta","pending","","","AUTO30_088","ngn","question_bank_expansion_30.json","yes","high-risk category: ngn; high-risk keywords: hypotension; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","D","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","66","review before beta","pending","","","AUTO30_115","ngn","question_bank_expansion_30.json","yes","high-risk category: ngn; high-risk keywords: aspiration; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","C","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","66","review before beta","pending","","","AUTO30_127","prioritization","question_bank_expansion_30.json","yes","high-risk category: prioritization; high-risk keywords: perfusion; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with vomiting and diarrhea with dizziness and poor skin turgor. What should the nurse do first?","護理師照護一位嘔吐腹瀉病人，出現頭暈且皮膚彈性差。護理師應先做什麼？","C","Fluid loss can cause dehydration and perfusion problems.","體液流失可造成脫水和灌流問題。","","",""
"high","66","review before beta","pending","","","AUTO30_136","prioritization","question_bank_expansion_30.json","yes","high-risk category: prioritization; high-risk keywords: hypotension; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with abdominal pain with rigid abdomen and hypotension. What should the nurse do first?","護理師照護一位腹痛病人，出現腹部僵硬且低血壓。護理師應先做什麼？","D","Rigid abdomen with hypotension suggests acute instability.","腹部僵硬合併低血壓提示急性不穩定。","","",""
"high","66","review before beta","pending","","","AUTO30_142","ngn","question_bank_expansion_30.json","yes","high-risk category: ngn; high-risk keywords: breathing; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","B","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","66","review before beta","pending","","","AUTO50_006","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: airway, seizure; generated expansion item","Which nursing action is most appropriate for seizure in bed when the issue is injury prevention and side positioning when possible?","當問題是防傷並可行時側臥時，對於床上抽搐哪項護理行動最合適？","D","Do not place objects in the mouth during a seizure.","抽搐時不要把物品放入口中。","","",""
"high","66","review before beta","pending","","","AUTO50_022","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: blood transfusion; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client receiving a blood transfusion with chills, fever and back pain. What should the nurse do first?","護理師照護一位輸血中病人，出現寒顫、發燒與背痛。護理師應先做什麼？","D","These findings may indicate a transfusion reaction.","這些發現可能提示輸血反應。","","",""
"high","66","review before beta","pending","","","AUTO50_031","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: stroke; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client with possible stroke with new facial droop and slurred speech. What should the nurse do first?","護理師照護一位疑似中風病人，出現新發臉歪與言語含糊。護理師應先做什麼？","A","Stroke symptoms require rapid time-sensitive response.","中風症狀需要快速且有時間敏感性的處理。","","",""
"high","66","review before beta","pending","","","AUTO50_037","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; high-risk keywords: aspiration; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","C","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","66","review before beta","pending","","","AUTO50_046","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; high-risk keywords: potassium; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","D","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","66","review before beta","pending","","","AUTO50_058","prioritization","question_bank_expansion_50.json","yes","high-risk category: prioritization; high-risk keywords: airway; scope/communication keywords: teach, teaching; generated expansion item","The nurse is caring for a client after thyroidectomy with tingling around the mouth and muscle twitching. What should the nurse do first?","護理師照護一位甲狀腺切除後病人，出現口周麻與肌肉抽動。護理師應先做什麼？","D","Tingling and twitching can indicate hypocalcemia after thyroid surgery.","甲狀腺術後口周麻和抽動可能提示低血鈣。","","",""
"high","66","review before beta","pending","","","AUTO50_078","safety_infection","question_bank_expansion_50.json","yes","high-risk category: safety_infection; high-risk keywords: airway, seizure; generated expansion item","Which nursing action is most appropriate for seizure in bed when the issue is injury prevention and side positioning when possible?","當問題是防傷並可行時側臥時，對於床上抽搐哪項護理行動最合適？","D","Do not place objects in the mouth during a seizure.","抽搐時不要把物品放入口中。","","",""
"high","66","review before beta","pending","","","AUTO50_082","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; high-risk keywords: hypotension; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","D","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
"high","66","review before beta","pending","","","AUTO50_109","ngn","question_bank_expansion_50.json","yes","high-risk category: ngn; high-risk keywords: aspiration; scope/communication keywords: teach, teaching; generated expansion item","Which action best reflects clinical judgment in this mixed safety case?","在這個混合安全情境中，哪項行動最能體現臨床判斷？","C","Clinical judgment requires recognizing urgent cues, prioritizing safety and applying the relevant protocol-sensitive intervention.","臨床判斷需要辨識緊急線索、排序安全風險，並採取相關且符合流程的干預。","","",""
